web-scraper-order,web-scraper-start-url,product-name,product-description-optional,product-code,discount-amount,list-price-before-discount,availability,product-image-src,offer-validity,offer-start-date,offer-end-date
1718604038-11,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Carter’s 6-Piece Kids' Cotton Pajamas,4-piece also available in warehouse for $3 OFF.,1368846,5,,,https://web.archive.org/web/20200412235355im_/https://mobilecontent.costco.com/live/resource/img/20w0811-april-mvm/us200415-b2c20w0811-carter.jpg,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-12,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,DKNY Sport Ladies' 1/2-Zip Pullover AND/OR DKNY Jeans Bermuda Short,,1386501,5,,,https://web.archive.org/web/20200412235355im_/https://mobilecontent.costco.com/live/resource/img/20w0813-april-2020-app-us/350-april-mvm-dkny.jpg,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-13,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Circulon® Premier Professional 13-Piece Hard Anodized Cookware Set,,1309952,50,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1309952-847&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-14,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Scotts Green Max Lawn Food,Covers 14000 sq ft.,1372916,10,,,https://web.archive.org/web/20200412235355im_/https://mobilecontent.costco.com/live/resource/img/20w0813-april-2020-app-us/350-april-mvm-1372916.jpg,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-15,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Scotts Turf Builder Weed & Feed,,1399426,10,,Warehouse Only,https://web.archive.org/web/20200412235355im_/https://mobilecontent.costco.com/live/resource/img/20w0811-april-mvm/us200415-b2c20w0811-scott.jpg,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-16,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,$100 Nutrisystem Gift Card,More than 150 food options. Pick your plan.,618594,25,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=830060-847&recipeName=680,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-17,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,"Samsung 75"" Class - Q6D Series - 4K UHD QLED LCD TV",,9757565,1299,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=9757565-847&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-18,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Buy Any Two HP Ink Cartridge Packs Get $23 OFF Your Total Purchase,Pack = 1 sell unit,,23,,,https://web.archive.org/web/20200412235355im_/https://mobilecontent.costco.com/live/resource/img/20w0813-april-2020-app-us/350-april-mvm-hpink.jpg,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-19,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,"HP Pavilion 15.6"" 1080p Touchscreen Laptop",10th Generation Intel® Core™ i7 Processor. 4GB NVIDIA MX250 Graphics Card.,1373588,200,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1373588-847&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-20,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,"LG 43"" Class - 7 Series - 4K UHD LED LCD TV",,9887343,239,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=9887343-847&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-21,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,iRobot Roomba e6 6198 Wi-Fi Connected Robot Vacuum,,2877550,50,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=100427291-847&recipeName=680,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-22,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,"Samsung 65"" Class - Q7D Series - 4K UHD QLED LCD TV",,9657500,999,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=9657500-847&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-23,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Arlo Pro3 2K QHD Wire-Free Security Camera System,,1224973,100,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1224973-847&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-24,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,De'Longhi 500 sq ft 4-in-1 Portable Air Conditioner Heater Dehumidifier & Fan,,4115500,80,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=3115500-847__1&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-25,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Dyson Pure Cool™ Link Purifying Fan – TP02,,1267852,100,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1267852-847&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-26,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Vornado Air Circulator with Tilt,,1600237,10,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1600237-847&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-27,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Delta Berkley Pull-down Kitchen Faucet with Soap Dispenser,,1302152,40,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=100519986-847__4&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-28,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,First Alert® Fire Safety Products,,1299696,10 - 20,,Warehouse Only,https://web.archive.org/web/20200412235355im_/https://mobilecontent.costco.com/live/resource/img/20w0813-april-2020-app-us/350-april-mvm-firstalert.jpg,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-29,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Kohler Cater Stainless Steel Sink with Accessories,,1316389,100,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1316389-847&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-30,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Ring Video Doorbell 2 with 1-Year Protect Plus,,1337143,70,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=100494013-847__1&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-31,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Husqvarna 3100 PSI Gas Pressure Washer,,1600244,80,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1600244-847&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-32,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Keurig K•Elite™ C Coffee Maker,,2881975,25,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=2881975-847&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-33,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Kirkland Signature Organic & Recyclable K-Cup Pods 120 ct,,3054232,5,,,https://web.archive.org/web/20200412235355im_/https://mobilecontent.costco.com/live/resource/img/20w0813-april-2020-app-us/350-april-mvm-ks-kcup.jpg,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-34,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Starbucks® Medium Roast Pike Place® AND/OR French Roast K-Cup® Pods,72 ct,3123239,7,,,https://web.archive.org/web/20200412235355im_/https://mobilecontent.costco.com/live/resource/img/20w0811-april-mvm/us200415-b2c20w0811-starbucks.jpg,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-35,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,"KitchenAid® 6-quart Professional Series
Bowl-Lift Stand Mixer",,1303476,80,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=100485356-847_red_1&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-36,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Vitamix® Explorian Series 320 Blender with Personal Cups and Adapter,,1227836,100,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=100510293-847&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-37,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Oster® Digital Stainless Steel Countertop Oven,,3871951,20,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=3871951-847&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-38,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Snapware 18-piece Pyrex Glass Food Storage Set,,1103106,5,,,https://web.archive.org/web/20200412235355im_/https://mobilecontent.costco.com/live/resource/img/20w0813-april-2020-app-us/350-april-mvm-1103106.jpg,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-39,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,"Novaform® 14"" ComfortGrande™ Gel Memory Foam Mattress Featuring EVENcor GelPlus™",,1129877,100 - 120,,,https://web.archive.org/web/20200412235355im_/https://mobilecontent.costco.com/live/resource/img/20w0813-april-2020-app-us/350-april-mvm-novaform.jpg,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-40,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Colgate  Total SF Advanced Whitening Toothpaste 5/6.4 oz,,1285702,5,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1285702-847&recipeName=680,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-41,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Philips Sonicare DiamondClean Rechargeable Toothbrush,2 pk,1239377,90,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=100402976-847__1&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-42,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Ricardo Beverly Hills 3-piece Hardside Luggage Set,,1391040,40,,,https://web.archive.org/web/20200412235355im_/https://mobilecontent.costco.com/live/resource/img/20w0813-april-2020-app-us/350-april-mvm-1391040.jpg,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-43,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,SeroVital Dietary Supplement,40-Day supply 160 ct,833727,30,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=833727-847&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-44,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Philips Sonicare Replacement Brush Heads,Premium Plaque Control DiamondClean 6 pk AND/OR e-Series 8 pk,870022,10,,,https://web.archive.org/web/20200412235355im_/https://mobilecontent.costco.com/live/resource/img/20w0813-april-2020-app-us/350-april-mvm-sonicare-heads.jpg,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-45,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Philips Sonicare 7000 ExpertResults Rechargeable Toothbrush,2 pk,2952050,50,,,https://web.archive.org/web/20200412235355im_/https://mobilecontent.costco.com/live/resource/img/20w0813-april-2020-app-us/350-april-mvm-2952050.jpg,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-46,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,ROC Retinol Correxion,Day OR Night Cream,527640,10,,,https://web.archive.org/web/20200412235355im_/https://mobilecontent.costco.com/live/resource/img/20w0813-april-2020-app-us/350-april-mvm-527640.jpg,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-47,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,PetArmor Max for Dogs AND/OR PetArmor Advanced 2 for Cats Flea Treatment for Pets,6 ct/6-month supply,1398912,7,,,https://web.archive.org/web/20200412235355im_/https://mobilecontent.costco.com/live/resource/img/20w0813-april-2020-app-us/350-april-mvm-petarmor.jpg,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-48,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Flonase Nasal Spray,3/144 sprays,1144335,11,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1144335-847&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-49,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Flonase Sensimist Allergy Spray,3/120 sprays,1095721,11,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1095721-847&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-50,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Align Daily Probiotic Supplement,84 ct,955263,11,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=955263-847&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-51,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Bausch + Lomb PreserVision AREDS 2,210 ct,1148964,7,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1148964-847&recipeName=680,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-52,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Qunol Liquid Turmeric,1000 mg 30.4 fl oz,1209115,7,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1209115-847&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-53,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Qunol Mega CoQ10,100 mg 120 ct,573854,7,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=573854-847&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-54,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Nature's Bounty Quick Dissolve Vitamin B-12,300 ct,1105926,4,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1105926-847&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-55,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Nature's Bounty Vitamin D3 125 mcg (5000 IU),400 ct,1106007,4,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1106007-847&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
1718604038-56,https://web.archive.org/web/20200412235355/https://www.costco.com/online-offers.html,Nature's Bounty Hair Skin & Nails Softgels,250 ct,553486,4,,,https://web.archive.org/web/20200412235355im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=553486-847&recipeName=350,Valid 4/15/20 - 5/10/20,15-Apr-2020,10-May-2020
